time,latitude,longitude,depth,magnitude,place
1700602254662,-4.9067,152.3197,55.445,5.0,"62 km S of Kokopo, Papua New Guinea"
1700580734820,-15.778,179.8499,12.776,5.2,"89 km NE of Labasa, Fiji"
1700550734844,-0.5476,135.8426,17.009,5.2,"69 km NNW of Insrom, Indonesia"
1700550614505,-9.5673,148.6819,6.0,5.5,"101 km SSE of Popondetta, Papua New Guinea"
1700543426216,0.8865,-28.9827,10.0,5.5,central Mid-Atlantic Ridge
1700508505747,5.677,125.2156,84.367,5.0,"6 km SW of Burias, Philippines"
1700456264431,11.4434,125.0377,107.456,5.1,"10 km E of Santa Rita, Philippines"
1700435747973,-17.7445,-175.1507,239.505,5.5,"159 km NW of Neiafu, Tonga"
1700427690533,41.2349,142.214,42.0,5.8,"82 km ENE of Yokohama, Japan"
1700425483045,25.8857,128.4509,10.0,5.0,"76 km SE of Katsuren-haebaru, Japan"
1700413220818,0.9787,-29.0482,10.0,5.3,central Mid-Atlantic Ridge
1700366495853,18.798,145.3216,585.0,5.9,"Pagan region, Northern Mariana Islands"
1700276467880,-3.7553,151.3021,10.0,5.5,"107 km WNW of Rabaul, Papua New Guinea"
1700208850513,5.5627,125.0013,52.0,6.7,"32 km SW of Kablalan, Philippines"
1700190138732,-2.4108,138.8023,10.0,5.2,"204 km W of Abepura, Indonesia"
1700185031547,21.217,99.3304,15.733,5.7,"76 km SW of Kēng Tung, Myanmar"
1700126478864,76.3365,7.0233,10.0,5.0,"298 km SW of Longyearbyen, Svalbard and Jan Mayen"
1700101308025,-3.785,138.674,93.322,5.1,"203 km NNE of Agats, Indonesia"
1700092540407,-22.2027,179.4053,609.85,5.0,south of the Fiji Islands
1700090774296,1.9998,124.1476,289.0,5.8,"96 km NW of Manado, Indonesia"
1699987316378,-4.447,143.1649,85.047,5.1,"46 km ESE of Ambunti, Papua New Guinea"
1699968578148,-3.9184,150.9707,10.0,5.1,"136 km WNW of Rabaul, Papua New Guinea"
1699968432667,-3.9416,151.0171,10.0,5.1,"130 km WNW of Rabaul, Papua New Guinea"
1699966342881,-5.958,148.1596,38.0,5.9,"74 km NNE of Finschhafen, Papua New Guinea"
1699947962310,-32.5772,-179.4576,83.366,5.5,south of the Kermadec Islands
1699945256463,-4.033,87.1044,9.0,6.1,South Indian Ocean
1699942971704,-5.8841,130.1522,10.0,5.2,"289 km W of Tual, Indonesia"
1699941225300,-4.0043,151.0374,10.0,5.5,"126 km W of Rabaul, Papua New Guinea"
1699886453287,-30.6725,-179.7978,414.0,5.7,Kermadec Islands region
1699877798206,38.5216,72.2855,25.58,5.3,"103 km SE of Karakenja, Tajikistan"
1699861414115,-3.8855,151.067,10.0,6.1,"126 km WNW of Rabaul, Papua New Guinea"
1699821496833,-3.6024,140.1941,41.45,5.3,"121 km SSW of Abepura, Indonesia"
1699782522508,-3.7633,151.0852,10.0,5.2,"129 km WNW of Rabaul, Papua New Guinea"
1699769540194,-3.8982,151.1122,7.77,5.1,"121 km WNW of Rabaul, Papua New Guinea"
1699768480017,-3.8247,151.1705,10.0,5.5,"117 km WNW of Rabaul, Papua New Guinea"
1699764701931,-3.6674,151.3162,10.0,5.9,"110 km WNW of Rabaul, Papua New Guinea"
1699754776184,-9.9173,123.699,42.657,5.2,"29 km NNE of Kupang, Indonesia"
1699706130418,-17.9168,168.1049,26.0,5.6,"29 km SW of Port-Vila, Vanuatu"
1699684911432,-5.7066,130.1561,10.0,5.7,"287 km W of Tual, Indonesia"
1699651212050,-6.1476,130.1327,10.0,5.6,"295 km W of Tual, Indonesia"
1699650815282,-6.0958,130.1099,10.0,5.3,"297 km W of Tual, Indonesia"
1699650358873,-6.104,129.9405,8.578,5.0,Banda Sea
1699649590316,63.9711,-22.4497,10.0,5.0,"3 km WSW of Vogar, Iceland"
1699649430208,31.2909,130.7679,109.152,5.3,"12 km SW of Kanoya, Japan"
1699649111772,-6.0976,130.0606,9.969,6.1,Banda Sea
1699639740725,63.9517,-22.346,10.0,5.3,"3 km SSE of Vogar, Iceland"
1699639255694,63.8898,-22.4083,5.0,5.2,"5 km NNE of Grindavík, Iceland"
1699636950357,19.639,-71.6347,35.744,5.0,"12 km NE of Dajabón, Dominican Republic"
1699611002088,45.8669,151.1087,84.0,5.8,"262 km ENE of Kuril’sk, Russia"
1699598744656,-15.7893,-171.7652,10.0,5.2,"190 km SW of Vailoatai, American Samoa"
1699588235148,-6.02,130.2186,10.0,5.9,"283 km W of Tual, Indonesia"
1699578371326,-5.4457,145.8853,70.942,5.0,"27 km SSE of Madang, Papua New Guinea"
1699563224691,-5.4356,145.8819,49.0,5.4,"30 km SSE of Madang, Papua New Guinea"
1699552227262,-6.7886,-76.6766,127.632,5.1,"11 km W of San Pablo, Peru"
1699539128749,-15.3103,167.4697,127.353,5.1,"40 km NE of Luganville, Vanuatu"
1699521257332,-5.5021,130.199,10.0,5.1,Banda Sea
1699464303078,-5.4786,130.2365,10.0,5.3,"278 km SSE of Amahai, Indonesia"
1699454855476,-6.1015,129.9979,10.0,5.0,Banda Sea
1699448818303,-30.6396,-178.3512,10.0,5.1,"Kermadec Islands, New Zealand"
1699448526115,-6.131,129.8738,10.0,6.7,Banda Sea
1699439269034,31.622,-103.982,7.417,5.2,"Coalson Draw, Texas"
1699431390853,44.9784,149.7296,77.731,5.6,"148 km ESE of Kuril’sk, Russia"
1699423610993,-6.345,129.957,10.0,5.1,Banda Sea
1699422159813,-6.1801,129.8961,10.0,5.2,Banda Sea
1699419229631,-6.416,129.5466,6.0,7.1,Banda Sea
1699419171393,-6.4442,129.7518,10.0,6.7,Banda Sea
1699380934274,18.7786,145.2812,622.68,5.4,"Pagan region, Northern Mariana Islands"
1699380588669,40.5253,77.7107,7.204,5.3,"Xinjiang Uygur, China"
1699343225435,-8.275,160.8708,10.523,5.5,"57 km NNE of Auki, Solomon Islands"
1699342241038,-8.299,160.9393,10.0,5.4,"58 km NNE of Auki, Solomon Islands"
1699328026457,-0.9016,-79.2503,25.049,5.0,"5 km NNW of La Maná, Ecuador"
1699318422776,-4.3152,152.9663,48.3,5.3,"77 km E of Kokopo, Papua New Guinea"
1699306261203,-7.4821,156.1245,38.062,5.3,Solomon Islands
1699285004107,-7.498,127.7793,172.862,5.2,"142 km NE of Lospalos, Timor Leste"
1699278670755,-33.0743,-71.9579,30.868,5.1,"30 km W of Valparaíso, Chile"
1699272261280,-1.2167,-24.1298,10.0,5.5,central Mid-Atlantic Ridge
1699267599805,28.8564,82.0652,10.0,5.3,"34 km E of Dailekh, Nepal"
1699249479115,-34.072,57.8268,10.0,5.0,South Indian Ocean
1699198158259,-20.4745,169.4006,35.0,5.7,"104 km S of Isangel, Vanuatu"
1699190847601,51.3952,178.3467,70.445,5.1,"Rat Islands, Aleutian Islands, Alaska"
1699036334876,50.0317,156.3754,65.215,5.0,"73 km SSE of Severo-Kuril’sk, Russia"
1699034573465,28.858,82.1531,12.0,5.7,"43 km E of Dailekh, Nepal"
1699012452037,-17.8155,-178.7134,554.922,5.3,"210 km E of Levuka, Fiji"
1698997958649,-62.2954,-155.5432,10.0,5.7,Pacific-Antarctic Ridge
1698994050182,52.0015,-172.3426,30.336,5.0,"129 km E of Atka, Alaska"
1698992798324,38.6857,23.5581,10.365,5.1,"7 km SE of Prokópi, Greece"
1698969440559,-59.877,-26.459,43.792,5.1,South Sandwich Islands region
1698907825384,11.4081,125.875,13.0,5.7,"29 km ENE of Hernani, Philippines"
1698882007263,-57.1587,-25.1542,21.301,5.1,South Sandwich Islands region
1698875536903,13.5497,-90.7696,50.606,5.3,"42 km S of Puerto San José, Guatemala"
1698872688023,-10.0561,123.7541,51.0,6.1,"20 km NE of Kupang, Indonesia"
1698847667839,-8.3219,121.5495,10.0,5.0,"58 km NNW of Ende, Indonesia"
1698833743914,-15.5063,-177.5648,409.948,5.0,"144 km SSE of Alo, Wallis and Futuna"
1698821502447,-10.9121,166.6043,54.011,5.2,"90 km ESE of Lata, Solomon Islands"
1698789883378,-21.2628,171.4958,10.0,5.1,southeast of the Loyalty Islands
1698755623732,-28.7431,-71.5573,34.0,6.6,"80 km WSW of Vallenar, Chile"
1698750656943,-17.5412,-179.0263,560.0,6.5,"185 km ENE of Levuka, Fiji"
1698743620844,31.9891,59.7557,10.0,5.1,"109 km SSE of Bīrjand, Iran"
1698714667646,11.2818,139.2163,10.0,5.1,"220 km NW of Fais, Micronesia"
1698711073501,-60.483,-26.1822,10.0,5.0,South Sandwich Islands region
1698705897660,32.6712,141.6876,10.0,5.0,"Izu Islands, Japan region"
1698681440161,18.1898,-76.607,10.0,5.4,"4 km WSW of Hope Bay, Jamaica"
1698653390030,-58.8134,-25.6077,35.0,5.1,South Sandwich Islands region
1698587860761,43.9459,-28.3663,10.0,5.1,northern Mid-Atlantic Ridge
1698582498120,-30.6583,-178.1551,38.08,5.0,"Kermadec Islands, New Zealand"
1698553927316,-19.3871,168.8034,68.0,6.0,"53 km WNW of Isangel, Vanuatu"
1698540965497,-4.2937,102.0246,55.976,5.1,"60 km SSW of Bengkulu, Indonesia"
1698521259308,34.5493,62.1142,10.0,5.0,"23 km NNW of Herāt, Afghanistan"
1698505319298,1.7474,120.2411,24.286,5.4,"296 km N of Palu, Indonesia"
1698498293144,-7.6305,125.8938,10.0,5.5,"98 km N of Manatutu, Timor Leste"
1698486928149,-13.123,167.1025,200.0,5.6,"96 km NNW of Sola, Vanuatu"
1698480493108,18.1617,145.9463,125.086,5.3,"Pagan region, Northern Mariana Islands"
1698471118285,-10.2234,161.3324,74.5,5.5,"69 km WNW of Kirakira, Solomon Islands"
1698467610035,-20.6015,-176.3616,214.259,5.5,"126 km WNW of Houma, Tonga"
1698464650734,59.0033,-136.5501,5.9,5.3,"55 km SSW of Covenant Life, Alaska"
1698462109191,59.0183,-136.4596,7.2,5.1,"50 km SSW of Covenant Life, Alaska"
1698392991506,-9.5654,120.1216,76.206,5.0,"18 km WNW of Waingapu, Indonesia"
1698375744448,-17.555,-173.763,35.0,5.6,"123 km N of Neiafu, Tonga"
1698362775517,-22.9917,170.2434,10.0,5.2,"284 km E of Vao, New Caledonia"
1698356974521,-28.7053,-70.2597,101.15,5.4,"50 km ESE of Vallenar, Chile"
1698352452438,32.0893,59.7196,10.0,5.1,"98 km SSE of Bīrjand, Iran"
1698348009043,-61.1269,160.7629,10.0,5.6,Balleny Islands region
1698346825165,-7.297,27.9293,9.462,5.2,"177 km SE of Kabalo, Democratic Republic of the Congo"
1698336312882,56.0868,164.7796,10.0,5.9,"143 km E of Ust’-Kamchatsk Staryy, Russia"
1698304884612,-58.8428,149.0001,10.0,5.9,west of Macquarie Island
1698299058158,-7.1498,129.2243,154.0,5.5,"288 km ENE of Lospalos, Timor Leste"
1698289141331,-29.9373,-177.5309,37.352,5.4,"Kermadec Islands, New Zealand"
1698247505013,-56.2135,-26.7521,53.336,5.2,South Sandwich Islands region
1698244637495,-9.299,159.2492,10.0,5.1,"67 km NW of Malango, Solomon Islands"
1698240299571,1.0473,124.7792,138.675,5.2,"29 km S of Tomohon, Indonesia"
1698205766167,-6.4253,146.5876,99.875,5.2,"55 km NW of Lae, Papua New Guinea"
1698185986229,64.7362,-17.7358,10.0,5.2,"106 km S of Akureyri, Iceland"
1698147133709,39.2853,97.2985,10.0,5.4,"71 km SSW of Laojunmiao, China"
1698142207086,5.7628,-82.4617,10.0,5.0,"249 km SSW of Río Grande, Panama"
1698103487795,-7.051,146.9304,56.162,5.4,"36 km ENE of Bulolo, Papua New Guinea"
1698102324760,24.0413,122.6384,31.0,5.9,"59 km SW of Yonakuni, Japan"
1698102133192,-29.9366,-177.4892,35.0,5.1,"Kermadec Islands, New Zealand"
1698075022311,1.1821,127.962,9.894,5.0,"60 km S of Tobelo, Indonesia"
1698057093442,-15.0241,-176.0829,325.37,5.2,"193 km S of Mata-Utu, Wallis and Futuna"
1698055814193,-29.9334,-177.45,19.0,6.0,"Kermadec Islands, New Zealand"
1698003102566,-23.6936,179.3579,532.016,5.5,south of the Fiji Islands
1697987652087,39.3155,97.2486,10.0,5.0,"70 km SW of Laojunmiao, China"
1697949947450,-26.0046,69.982,10.0,5.1,Indian Ocean Triple Junction
1697943801791,-58.7558,-25.2864,31.585,5.0,South Sandwich Islands region
1697939661100,27.8879,84.7252,25.706,5.2,"36 km NE of Bharatpur, Nepal"
1697908201535,14.1937,-93.41,9.756,5.1,"121 km WSW of Puerto Madero, Mexico"
1697885158288,9.4763,-83.6299,10.0,5.2,"14 km NNE of San Isidro, Costa Rica"
1697831516469,0.7895,125.206,61.205,5.1,"65 km SSE of Tondano, Indonesia"
1697828504453,30.9402,141.3646,28.807,5.0,"Izu Islands, Japan region"
1697760262232,12.4144,143.3404,16.768,5.7,"172 km WSW of Merizo Village, Guam"
1697741931126,7.4623,126.3516,8.494,5.9,"18 km WSW of Batiano, Philippines"
1697724504664,-7.8723,107.2582,58.526,5.1,"77 km SSW of Banjar, Indonesia"
1697687516417,25.9383,128.4834,10.0,5.0,"75 km SE of Katsuren-haebaru, Japan"
1697676333817,-29.2941,-176.1819,10.0,5.3,Kermadec Islands region
1697667306845,30.8272,141.3689,25.335,5.1,"Izu Islands, Japan region"
1697624969839,-55.316,-128.4371,10.0,5.5,Pacific-Antarctic Ridge
1697616688692,13.4286,146.2842,10.0,5.2,"151 km E of Yigo Village, Guam"
1697579536176,-29.2123,-176.0956,10.0,5.2,Kermadec Islands region
1697560009702,27.7307,56.1175,10.0,5.3,"62 km NNW of Bandar Abbas, Iran"
1697550031535,-22.1584,170.7372,10.0,5.6,southeast of the Loyalty Islands
1697530931361,27.6897,56.1309,10.0,5.0,"57 km NNW of Bandar Abbas, Iran"
1697519403169,27.704,56.1419,10.0,5.5,"58 km NNW of Bandar Abbas, Iran"
1697518762662,27.7117,56.1329,10.0,5.1,"60 km NNW of Bandar Abbas, Iran"
1697481199762,-24.5208,-67.0178,172.59,5.0,"78 km WSW of San Antonio de los Cobres, Argentina"
1697456130449,52.5592,-176.924,174.0,6.4,"78 km NNW of Adak, Alaska"
1697452930570,25.1582,125.5573,13.261,5.7,"46 km NNE of Hirara, Japan"
1697445969484,-15.8606,-179.6159,10.0,5.2,"126 km ENE of Labasa, Fiji"
1697438915890,53.4531,160.2061,62.371,5.2,"113 km ENE of Petropavlovsk-Kamchatsky, Russia"
1697368537220,31.0601,49.4494,10.0,5.3,"18 km NNE of Rāmshīr, Iran"
1697361205711,33.7721,141.7225,16.306,5.2,"199 km SE of Katsuura, Japan"
1697342188685,34.5747,62.0974,10.0,5.4,"26 km NNW of Herāt, Afghanistan"
1697340960454,34.6529,62.1244,9.0,6.3,"34 km NNW of Herāt, Afghanistan"
1697321405326,-58.9822,-25.6543,52.429,5.1,South Sandwich Islands region
1697272174940,7.4663,-36.7005,10.0,5.5,central Mid-Atlantic Ridge
1697265250343,-31.3068,179.7272,401.457,5.7,Kermadec Islands region
1697191191842,41.074,140.1515,168.306,5.1,"30 km WSW of Imabetsu, Japan"
1697187272934,-23.513,-179.9896,537.167,5.1,south of the Fiji Islands
1697168672773,-51.7952,139.5001,7.064,5.9,western Indian-Antarctic Ridge
1697163928772,-56.3268,-26.6345,41.174,5.4,South Sandwich Islands region
1697156656278,13.7815,120.8353,10.0,5.0,"8 km WNW of Solo, Philippines"
1697150019723,44.2409,148.51,40.251,5.1,"120 km SSE of Kuril’sk, Russia"
1697106896016,-6.746,155.2721,36.869,5.1,"53 km SSW of Panguna, Papua New Guinea"
1697091521459,-4.5721,133.9193,10.0,5.2,"174 km NE of Tual, Indonesia"
1697078473366,52.8792,-171.3013,119.522,5.6,"164 km W of Nikolski, Alaska"
1697054698206,-52.0446,139.6131,10.0,6.3,west of Macquarie Island
1697020616840,23.2664,121.3166,16.025,5.2,"78 km SE of Lugu, Taiwan"
1696999028402,-20.4851,-174.0596,25.013,5.0,"80 km SSE of Pangai, Tonga"
1696996496195,-63.7692,172.3039,10.0,5.7,Balleny Islands region
1696989017237,15.0413,147.1179,10.0,5.0,"147 km E of Saipan, Northern Mariana Islands"
1696985565437,34.5654,62.1362,10.0,5.0,"24 km NNW of Herāt, Afghanistan"
1696984915908,34.5364,62.0509,8.0,6.3,"24 km NNW of Herāt, Afghanistan"
1696932091660,-22.9147,-66.2547,253.0,6.0,"61 km WSW of Abra Pampa, Argentina"
1696922490057,-15.5316,-174.2228,10.0,5.5,"65 km NW of Hihifo, Tonga"
1696896797896,-23.6084,-63.6903,571.448,5.6,"60 km SE of Embarcación, Argentina"
1696875789039,49.095,21.7882,6.462,5.0,"15 km SE of Stropkov, Slovakia"
1696858246443,34.6202,62.0531,10.0,5.1,"33 km NNW of Herāt, Afghanistan"
1696828182141,44.7118,146.168,181.984,5.3,"75 km NNE of Otrada, Russia"
1696823448861,0.3711,122.1918,137.358,5.0,"98 km W of Gorontalo, Indonesia"
1696799848430,29.77,140.0739,10.0,5.3,"Izu Islands, Japan region"
1696799607937,29.7985,140.0281,10.0,5.0,"Izu Islands, Japan region"
1696799132437,29.7638,139.9661,10.0,5.4,"Izu Islands, Japan region"
1696798840543,29.7418,140.0495,10.0,5.0,"Izu Islands, Japan region"
1696788459894,-3.1582,148.4386,7.0,5.9,Bismarck Sea
1696743394797,29.7935,140.1109,10.0,5.2,"Izu Islands, Japan region"
1696718363736,-5.6381,145.9288,62.951,5.1,"48 km SSE of Madang, Papua New Guinea"
1696695636026,-5.6561,145.8972,63.931,5.7,"49 km SSE of Madang, Papua New Guinea"
1696688788186,40.2023,142.3093,53.464,5.1,"43 km ENE of Noda, Japan"
1696688371684,-5.729,146.1525,74.694,5.2,"69 km SE of Madang, Papua New Guinea"
1696688016495,-5.632,145.9243,64.169,5.3,"47 km SSE of Madang, Papua New Guinea"
1696684239647,-5.52,146.0369,31.0,5.6,"43 km SE of Madang, Papua New Guinea"
1696674203059,31.2682,141.9129,10.0,5.0,"Izu Islands, Japan region"
1696670330192,-5.4976,145.9875,71.373,5.5,"37 km SE of Madang, Papua New Guinea"
1696668011361,-5.4749,146.1439,52.0,6.9,"48 km SE of Madang, Papua New Guinea"
1696667666985,-5.5729,146.138,55.0,6.7,"54 km SE of Madang, Papua New Guinea"
1696664430084,34.6262,62.0006,12.48,5.9,"35 km NNW of Herāt, Afghanistan"
1696662964200,34.4905,61.8943,10.0,5.2,"21 km NE of Zindah Jān, Afghanistan"
1696662769702,34.5442,61.8891,8.0,6.3,"25 km NNE of Zindah Jān, Afghanistan"
1696661381156,34.5167,61.9462,10.257,5.4,"26 km NE of Zindah Jān, Afghanistan"
1696660863327,34.5982,61.9263,14.0,6.3,"32 km NNE of Zindah Jān, Afghanistan"
1696658401972,29.5133,81.2055,10.0,5.0,"38 km NE of Dipayal, Nepal"
1696655215520,17.0471,-95.0442,108.0,5.9,"2 km S of Paso Real de Sarabia, Mexico"
1696598127220,30.1985,140.1588,10.0,5.0,"Izu Islands, Japan region"
1696571362063,30.1062,139.991,10.0,5.5,"Izu Islands, Japan region"
1696568223494,31.1964,141.908,10.0,5.1,"Izu Islands, Japan region"
1696566917280,47.2296,153.9465,10.0,5.0,Kuril Islands
1696564149639,47.2404,153.9347,10.0,5.1,Kuril Islands
1696562885001,3.8796,-82.562,10.0,5.4,south of Panama
1696555877149,30.1409,139.9683,10.0,6.1,"Izu Islands, Japan region"
1696542996215,31.1734,141.8975,10.0,5.2,"Izu Islands, Japan region"
1696513194908,29.9617,139.784,10.0,5.0,"Izu Islands, Japan region"
1696488503246,30.0975,140.0015,10.0,5.2,"Izu Islands, Japan region"
1696486932247,30.0884,140.0279,10.0,5.7,"Izu Islands, Japan region"
1696484474727,29.9491,140.0941,10.0,5.0,"Izu Islands, Japan region"
1696479945689,-4.4736,127.0835,10.0,5.0,"149 km SW of Ambon, Indonesia"
1696478401084,30.0033,139.8586,10.0,5.2,"Izu Islands, Japan region"
1696474393316,29.9443,139.8719,10.0,5.7,"Izu Islands, Japan region"
1696472114899,29.9226,139.9345,10.0,5.3,"Izu Islands, Japan region"
1696471592338,29.8971,139.98,10.0,5.4,"Izu Islands, Japan region"
1696471198562,29.8466,139.9904,10.0,6.1,"Izu Islands, Japan region"
1696470144276,-4.4647,153.4548,115.866,5.4,"132 km E of Kokopo, Papua New Guinea"
1696467910008,29.9611,140.089,10.0,5.2,"Izu Islands, Japan region"
1696463240035,31.0223,141.7953,10.0,5.1,"Izu Islands, Japan region"
1696461549762,30.1843,139.9953,10.0,5.1,"Izu Islands, Japan region"
1696461489120,29.8095,140.0285,10.0,5.3,"Izu Islands, Japan region"
1696458123603,-18.1296,-178.3065,547.753,5.3,"251 km E of Levuka, Fiji"
1696453306435,-20.6583,169.4199,42.917,5.3,"124 km S of Isangel, Vanuatu"
1696444216591,29.8675,140.0623,10.0,5.0,"Izu Islands, Japan region"
1696440161377,29.9176,140.1414,10.0,5.2,"Izu Islands, Japan region"
1696435919831,64.4897,-17.7682,10.0,5.0,"126 km W of Höfn, Iceland"
1696418507730,5.3171,126.0438,113.0,6.4,"65 km E of Sarangani, Philippines"
1696418000008,30.7434,141.8692,10.0,5.0,"Izu Islands, Japan region"
1696417518027,29.7389,140.0585,10.0,5.3,"Izu Islands, Japan region"
1696399037202,30.8019,142.0655,8.0,5.5,"Izu Islands, Japan region"
1696395347021,31.0417,141.862,10.0,5.6,"Izu Islands, Japan region"
1696390510800,19.2007,121.2365,27.0,5.7,"Babuyan Islands region, Philippines"
1696385946695,29.9723,140.2052,10.0,5.6,"Izu Islands, Japan region"
1696378425667,29.964,140.0704,10.0,5.5,"Izu Islands, Japan region"
1696365155570,29.8599,140.0114,10.0,5.2,"Izu Islands, Japan region"
1696360618433,28.3705,138.7659,518.824,5.3,"Bonin Islands, Japan region"
1696359869165,-19.882,-173.562,10.0,5.0,"80 km E of Fangale’ounga, Tonga"
1696346847811,29.7644,139.8887,10.0,5.0,"Izu Islands, Japan region"
1696346555873,29.8738,140.0784,6.0,5.8,"Izu Islands, Japan region"
1696341184726,4.5477,127.5947,82.879,5.1,"254 km ESE of Sarangani, Philippines"
1696333084199,29.9183,140.0108,10.0,6.0,"Izu Islands, Japan region"
1696324863018,29.4973,81.242,13.0,5.7,"39 km NE of Dipayal, Nepal"
1696321759401,29.8291,139.9757,10.0,5.0,"Izu Islands, Japan region"
1696298177881,-4.543,153.6881,86.0,5.7,"159 km E of Kokopo, Papua New Guinea"
1696256277029,29.8135,140.0454,10.0,5.0,"Izu Islands, Japan region"
1696255419650,38.7862,71.6977,13.494,5.3,"52 km SSE of Karakenja, Tajikistan"
1696237117627,-4.1801,134.0052,10.0,5.3,"189 km WSW of Nabire, Indonesia"
1696214023221,28.7973,142.6035,10.0,5.0,"Bonin Islands, Japan region"
1696212370346,-57.1117,-30.1791,10.0,5.2,South Sandwich Islands region
1696132824335,-6.9332,106.7791,113.044,5.3,"16 km W of Sukabumi, Indonesia"
1696033919434,-52.8414,140.1915,10.0,5.8,west of Macquarie Island
1696026969681,-57.9717,-25.4371,35.0,5.2,South Sandwich Islands region
1696014345546,38.4809,-30.347,14.127,5.0,"122 km SE of Lajes das Flores, Portugal"
1696006296463,-8.9346,152.7769,10.0,5.1,"296 km ENE of Alotau, Papua New Guinea"
1695952397254,-5.1954,152.8589,35.0,5.0,"114 km SE of Kokopo, Papua New Guinea"
1695950376307,-4.6058,153.2711,50.884,5.6,"114 km ESE of Kokopo, Papua New Guinea"
1695930217174,-5.9177,149.1913,92.416,5.0,"50 km NW of Kandrian, Papua New Guinea"
1695928874859,-5.2534,152.8231,27.0,5.7,"117 km SSE of Kokopo, Papua New Guinea"
1695922806917,44.3313,148.671,30.0,5.8,"117 km SSE of Kuril’sk, Russia"
1695912025892,-15.5866,167.741,125.0,6.1,"62 km E of Luganville, Vanuatu"
1695865413077,-15.1407,-173.458,16.067,5.0,"97 km NNE of Hihifo, Tonga"
1695836841596,0.8622,93.1129,10.0,5.5,off the west coast of northern Sumatra
1695836255528,-53.5274,-134.774,10.0,5.6,Pacific-Antarctic Ridge
1695831320238,-3.3385,128.858,17.573,5.0,"6 km W of Amahai, Indonesia"
1695783284172,31.4154,141.7419,11.753,5.0,"Izu Islands, Japan region"
1695737130891,-23.4315,-179.8079,530.455,5.2,south of the Fiji Islands
1695709298974,15.0877,-104.3164,10.0,5.4,"off the coast of Michoacan, Mexico"
1695692383416,4.7109,127.5053,94.0,5.9,"234 km SE of Pondaguitan, Philippines"
1695567697448,52.6283,-171.7732,108.872,5.0,"172 km ENE of Atka, Alaska"
1695518854795,1.9095,96.9269,33.273,5.2,"87 km SE of Sinabang, Indonesia"
1695484281124,-22.2668,170.4284,10.0,5.3,"275 km ESE of Tadine, New Caledonia"
1695400394903,30.9131,142.0334,10.0,5.0,"Izu Islands, Japan region"
1695399572469,-14.9131,166.9028,39.211,5.4,"23 km NW of Port-Olry, Vanuatu"
1695394756325,-7.0623,129.7277,147.0,5.8,"Kepulauan Babar, Indonesia"
1695373480978,54.8986,-160.4219,43.165,5.0,"48 km S of Sand Point, Alaska"
1695345102207,-3.7656,151.9866,10.0,5.1,"51 km NNW of Rabaul, Papua New Guinea"
1695331332562,30.966,141.8013,12.765,5.7,"Izu Islands, Japan region"
1695330708933,-14.0192,167.2467,185.0,6.1,Vanuatu
1695309631346,-30.6653,-178.2396,34.0,5.6,"Kermadec Islands, New Zealand"
1695289703012,13.8086,144.6809,151.861,5.0,"36 km NNW of Dededo Village, Guam"
1695258838994,54.9138,-160.3674,50.348,5.4,"47 km S of Sand Point, Alaska"
1695237752866,-44.8936,35.2016,10.0,5.7,Prince Edward Islands region
1695222216421,-4.6444,-105.8825,10.0,5.8,central East Pacific Rise
1695221156341,-4.5869,-105.6088,10.0,5.9,central East Pacific Rise
1695221127605,-4.5602,-105.6816,10.0,5.2,central East Pacific Rise
1695202350610,-14.6967,167.995,10.0,5.0,"102 km SSE of Sola, Vanuatu"
1695177512116,-29.7599,-177.6606,49.864,5.1,"Kermadec Islands, New Zealand"
1695161867305,30.9761,142.008,10.0,5.2,"Izu Islands, Japan region"
1695158089156,-43.704,171.1198,11.712,5.5,"Canterbury, New Zealand"
1695104556608,30.9964,141.9897,8.0,5.8,"Izu Islands, Japan region"
1695065583532,38.5226,141.6584,51.0,5.5,"20 km ENE of Onagawa Chō, Japan"
1695055765457,-55.3686,-128.5952,10.0,5.0,Pacific-Antarctic Ridge
1695043283535,26.5312,125.2312,176.0,6.3,"191 km N of Hirara, Japan"
1695006614744,44.0201,11.6768,10.0,5.1,"7 km SE of Marradi, Italy"
1694991280948,-55.9744,-27.0531,64.172,5.1,South Sandwich Islands region
1694950091258,50.8131,-130.3127,10.0,5.5,"229 km W of Port McNeill, Canada"
1694923306964,-29.4341,-71.2613,47.896,5.1,"52 km N of La Serena, Chile"
1694899059666,-0.4861,133.1929,10.0,5.0,"91 km ENE of Fef, Indonesia"
1694885473831,-57.9544,-25.2839,47.769,5.0,South Sandwich Islands region
1694872076126,-13.7282,66.2319,10.0,5.5,Mid-Indian Ridge
1694829714894,-30.6066,-178.1079,55.142,5.0,"Kermadec Islands, New Zealand"
1694819221837,-24.2258,-175.6664,35.0,5.0,south of Tonga
1694801761111,1.1311,126.3201,12.114,5.0,"124 km WNW of Ternate, Indonesia"
1694801259552,-27.3052,-71.5671,8.0,5.7,"122 km W of Copiapó, Chile"
1694782945391,-30.1101,-177.7841,36.697,5.1,"Kermadec Islands, New Zealand"
1694770203230,-60.3746,-26.1018,10.0,5.0,South Sandwich Islands region
1694745466573,-60.7689,-23.7438,10.0,5.1,South Sandwich Islands region
1694735486346,-57.9461,-25.2568,45.872,5.1,South Sandwich Islands region
1694733331248,-6.516,149.5054,10.0,5.0,"34 km S of Kandrian, Papua New Guinea"
1694731885823,-36.4961,-98.0875,10.0,5.6,southeast of Easter Island
